accession_number	organism_name	path
HE578181	Salinicoccus halitifaciens	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ837380	Salinicoccus kunmingensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
FJ436724	Salinicoccus qingdaonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
EF177692	Salinicoccus albus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ767692	Salinicoccus iranensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
X94559	Salinicoccus roseus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
LN866629	Salinicoccus amylolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
MK249750	Salinicoccus cyprini	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
AY028927	Salinicoccus hispanicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
FR669114	Salinicoccus sesuvii	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ333949	Salinicoccus salsiraiae	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
AB258358	Salinicoccus siamensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ471329	Salinicoccus jeotgali	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ352839	Salinicoccus luteus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
ANAM01000001	Salinicoccus carnicancri	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
KF701618	Salinicoccus sediminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
DQ989633	Salinicoccus halodurans	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Salinicoccus"
GU295938	Jeotgalicoccus coquinae	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
AY028926	Jeotgalicoccus psychrophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
FJ386517	Jeotgalicoccus halophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
AY028925	Jeotgalicoccus halotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
FJ237390	Jeotgalicoccus nanhaiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
GU295939	Jeotgalicoccus aerolatus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
MK500836	Jeotgalicoccus meleagridis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
FJ158840	Jeotgalicoccus huakuii	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
EU583727	Jeotgalicoccus marinus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
HQ433462	Aliicoccus persicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Aliicoccus"
AJ251530	Jeotgalicoccus pinnipedialis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
KU878872	Jeotgalicoccus schoeneichii	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Jeotgalicoccus"
EU240886	Nosocomiicoccus ampullae	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Nosocomiicoccus"
JX424771	Nosocomiicoccus massiliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Nosocomiicoccus"
KT988031	Corticicoccus populi	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Corticicoccus"
KT935587	Abyssicoccus albus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Abyssicoccus"
KU302615	Auricoccus indicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Staphylococcaceae;""Auricoccus"
AM072763	Exiguobacterium artemiae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
CP001022	Exiguobacterium sibiricum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
DQ019165	Exiguobacterium undae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AB105164	Exiguobacterium oxidotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
DQ019164	Exiguobacterium antarcticum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AY864633	Exiguobacterium soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
DQ019167	Exiguobacterium acetylicum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AJ846291	Exiguobacterium indicum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
JF893462	Exiguobacterium enclense	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
EU379016	Exiguobacterium alkaliphilum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AB680657	Exiguobacterium aurantiacum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
JF775503	Exiguobacterium aquaticum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AM072764	Exiguobacterium mexicanum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AY594266	Exiguobacterium marinum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AY818050	Exiguobacterium profundum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
AY594264	Exiguobacterium aestuarii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
MH375463	Exiguobacterium flavidum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Exiguobacterium"
HM103931	Gemella parahaemolysans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
HM103934	Gemella taiwanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
L14326	Gemella haemolysans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
L14327	Gemella morbillorum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
Y13364	Gemella sanguinis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
Y13365	Gemella bergeri	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
AJ251987	Gemella cuniculi	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
EU427463	Gemella asaccharolytica	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
Y17280	Gemella palaticanis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanales_incertae_sedis;""Gemella"
AY667496	Priestia koreensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Priestia"
KC254732	Lysinibacillus contaminans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AB681953	Lysinibacillus parviboronicapiens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
MN611148	Lysinibacillus cavernae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AJ310084	Lysinibacillus sphaericus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AJ310083	Lysinibacillus fusiformis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AB681946	Lysinibacillus boronitolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
EU043375	Lysinibacillus cresolivorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
PXXX01000000	Lysinibacillus capsici	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AJ628749	Lysinibacillus macroides	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AB558495	Lysinibacillus pakistanensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
FJ477040	Lysinibacillus xylanilyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
DQ465405	Bacillus decisifrondis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
EF114311	Solibacillus isronensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Solibacillus"
AJ006086	Solibacillus silvestris	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Solibacillus"
KT763359	Solibacillus kalamii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Solibacillus"
AM773821	Solibacillus cecembensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Solibacillus"
AF526913	Lysinibacillus odysseyi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
FN179488	Ureibacillus acetophenoni	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
JX993821	Ureibacillus manganicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
AY677116	Ureibacillus massiliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
MK325186	Lysinibacillus antri	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
FN179487	Ureibacillus xyleni	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
KP334990	Lysinibacillus endophyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
KT735049	Lysinibacillus telephonicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
FJ169465	Ureibacillus sinduriensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
MG913992	Lysinibacillus yapensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
JX217747	Ureibacillus chungkukjangi	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
HE577173	Metasolibacillus meyeri	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Metasolibacillus"
HG937791	Lysinibacillus louembei	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
HG315675	Bacillus ndiopicus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
KF771256	Lysinibacillus alkaliphilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AB547124	Lysinibacillus composti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
KF443809	Lysinibacillus halotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
AY850379	Ureibacillus suwonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
DQ348072	Ureibacillus thermophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
AJ276403	Ureibacillus terrenus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
DQ348071	Ureibacillus composti	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
AB101594	Ureibacillus thermosphaericus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
JX274433	Ureibacillus defluvii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Ureibacillus"
X70314	Caryophanon latum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Caryophanon"
X70315	Caryophanon tenue	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Caryophanon"
KC904244	Kurthia huakuii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
JF824796	Kurthia senegalensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
KM613132	Kurthia populi	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
JF824795	Kurthia massiliensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
AB271738	Kurthia gibsonii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
AB271740	Kurthia zopfii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
AJ605774	Kurthia sibirica	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Kurthia"
AB271739	Rummeliibacillus pycnus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Rummeliibacillus"
KC677630	Rummeliibacillus suwonensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Rummeliibacillus"
DQ870754	Rummeliibacillus stabekisii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Rummeliibacillus"
AJ627212	Viridibacillus arenosi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Viridibacillus"
AJ627211	Viridibacillus arvi	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Viridibacillus"
AF169520	Viridibacillus neidei	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Viridibacillus"
KX258757	Lysinibacillus alkalisoli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lysinibacillus"
HQ392513	Metalysinibacillus jejuensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Metalysinibacillus"
AJ277983	Psychrobacillus psychrotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
AJ277984	Psychrobacillus psychrodurans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
MN416951	Psychrobacillus glaciei	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
AM980508	Psychrobacillus insolitus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
KJ956929	Psychrobacillus soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
KP219721	Psychrobacillus lasiicapitis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
MH910346	Psychrobacillus vulpis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Psychrobacillus"
FM209428	Chryseomicrobium amylolyticum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
KU230523	Chryseomicrobium excrementi	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
KF781632	Chryseomicrobium aureum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
GQ927308	Chryseomicrobium imtechense	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
FN555708	Chryseomicrobium palamuruense	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
AF202056	Sporosarcina aquimarina	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
GU994085	Sporosarcina newyorkensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
AF202057	Sporosarcina ureae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
AB473560	Sporosarcina luteola	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
AB243859	Sporosarcina saromensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
FN298445	Sporosarcina thermotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
AB681045	Sporosarcina globispora	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
D16277	Sporosarcina psychrophila	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
MK290395	Filibacter tadaridae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Filibacter"
AJ292316	Sporosarcina limicola	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
DQ073393	Sporosarcina koreensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
DQ073394	Sporosarcina soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
HQ676600	Sporosarcina pasteurii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
KT781676	Sporosarcina terrae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
KF258678	Sporosarcina siberiensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
FN298444	Sporosarcina contaminans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Sporosarcina"
KC164375	Savagea faecisuis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Savagea"
EF154512	Paenisporosarcina antarctica	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Paenisporosarcina"
AJ514408	Paenisporosarcina macmurdoensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Paenisporosarcina"
FN397659	Paenisporosarcina indica	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Paenisporosarcina"
DQ333897	Paenisporosarcina quisquiliarum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Paenisporosarcina"
KX456188	Chryseomicrobium deserti	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chryseomicrobium"
AJ697862	Planococcus chinensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
EU036220	Planococcus glaciei	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AF041791	Planococcus mcmeekinii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
KU886574	Planomicrobium iranicum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planomicrobium"
FJ265708	Metaplanococcus flavidus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Metaplanococcus"
AY437845	Planococcus stackebrandtii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AJ314746	Planococcus psychrophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AF029364	Planococcus alkanoclasticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AF144750	Planococcus koreensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AB680292	Planococcus okeanokoites	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
MH266202	Planococcus halotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
FJ765415	Planococcus salinarum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AB680986	Planococcus kocurii	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
KM677191	Planococcus faecalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AJ314745	Planococcus antarcticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
EF079063	Planococcus donghaensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
JF742665	Planococcus halocryophilus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
KX516729	Planococcus versutus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
KX950835	Planococcus ruber	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
JQ772482	Planomicrobium soli	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planomicrobium"
AB680985	Planococcus citreus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AJ493659	Planococcus rifietoensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AJ966515	Planococcus columbae	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AJ544622	Planococcus maitriensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
AF500007	Planococcus maritimus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
JF775504	Planococcus plakortidis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
KX008965	Planococcus salinus	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Planococcus"
LT631687	Indiicoccus explosivorum	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Indiicoccus"
GU937385	Chungangia koreensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Chungangia"
EF371374	Bhargavaea beijingensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Bhargavaea"
AM286423	Bhargavaea cecembensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Bhargavaea"
JX144975	Bhargavaea ullalensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Bhargavaea"
EF371375	Bhargavaea ginsengi	"Bacteria;Bacillota;Bacilli;Caryophanales;Caryophanaceae;""Bhargavaea"
AY443036	Siminovitchia farraginis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
KC311559	Siminovitchia sediminis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
JX274437	Siminovitchia composti	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
JX274438	Siminovitchia thermophila	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
AY443038	Siminovitchia fortis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
MH551483	Siminovitchia acidinfaciens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
KY072724	Siminovitchia terrae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
AY443039	Siminovitchia fordii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Siminovitchia"
KP076294	Neobacillus notoginsengisoli	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
MG913994	Neobacillus piezotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Neobacillus"
JX261934	Bacillus thermotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MT003183	Litoribacterium kuwaitense	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Litoribacterium"
KJ620986	Aureibacillus halotolerans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Aureibacillus"
KX548355	Bacillus marinisedimentorum	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Bacillus"
MF398391	Pradoshia eiseniae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Pradoshia"
JX848633	Caldibacillus kokeshiiformis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
AY397764	Caldibacillus thermolactis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
MG768952	Caldibacillus pasinlerensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
AB618491	Caldibacillus hisashii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
L27478	Caldibacillus thermoamylovorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Caldibacillus"
AJ535638	Lederbergia galactosidilyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Lederbergia"
MG725951	Pueribacillus theae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Pueribacillus"
EF379274	Weizmannia acidiproducens	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Weizmannia"
DQ297928	Weizmannia coagulans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Weizmannia"
GU434676	Peribacillus endoradicis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
MW009695	Peribacillus faecalis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
EF206294	Peribacillus butanolivorans	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
AJ439078	Peribacillus simplex	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
AM747813	Brevibacterium frigoritolerans	"Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;""Brevibacterium"
AJ316309	Peribacillus muralis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KT362910	Peribacillus loiseleuriae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KT240114	Peribacillus gossypii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
AB021195	Peribacillus psychrosaccharolyticus	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KJ464756	Peribacillus huizhouensis	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
AB109209	Peribacillus asahii	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
KT186244	Peribacillus cavernae	"Bacteria;Bacillota;Bacilli;Caryophanales;Bacillaceae;""Peribacillus"
